id,message,from_id,year,month,day,hour,minute,second,reply
409807,"حومش حاليا فتح
وضع الحاجز هناك بتغير كل شوي لانه الجنود ع مزاجهم بفتحو وبسكرو",1278989564,2023,3,7,14,47,32,
409808,عادي حاليا نفس الاشي,1278989564,2023,3,7,14,47,34,شكرا
409809,سالك,1018320076,2023,3,7,14,47,44,
409810,شارع حواره سالك؟,5510895601,2023,3,7,14,47,45,ازمة معتادة
409811,ازمة معتادة,1278989564,2023,3,7,14,47,50,
409812,شكرا,1688669181,2023,3,7,14,47,50,
409813,,5177711427,2023,3,7,14,48,51,
409814,في اشي بنابلس ؟,1371393205,2023,3,7,14,48,54,حاليا لا
409815,,5337437114,2023,3,7,14,48,58,
409816,,1312264512,2023,3,7,14,49,7,
409817,لا,1278989564,2023,3,7,14,49,15,
409818,حاليا لا,1312264512,2023,3,7,14,49,20,
409820,يعطيكم العافية دير شرف شو وضعو,1985285641,2023,3,7,14,49,23,سالك
409821,,833575361,2023,3,7,14,49,26,
409822,سالك,1278989564,2023,3,7,14,49,52,
409823,يسعد مساكم طريق دير شرف لاريئيل شباب كيف,5835073872,2023,3,7,14,49,56,منيحة وواد قانا سالك
409824,,1840336959,2023,3,7,14,50,3,يسلموو
409825,صرة يا اخووان,5930332948,2023,3,7,14,50,4,سالك
409826,حومش فتح,1897075590,2023,3,7,14,50,18,بتسأل؟
409827,سالك,1688669181,2023,3,7,14,50,24,
409828,سالك,1018320076,2023,3,7,14,50,35,
409829,منيحة وواد قانا سالك,1278989564,2023,3,7,14,50,39,
409830,حوارة سالكة,5690103258,2023,3,7,14,50,44,سؤال ولا جواب؟
409831,يعطيكم العافية,5930332948,2023,3,7,14,50,45,
409832,صحيح فتح أزمة ماشية,1018320076,2023,3,7,14,50,46,
409833,بتسأل؟,1278989564,2023,3,7,14,50,49,
409834,يسلموو,5835073872,2023,3,7,14,50,59,
409835,سؤال ولا جواب؟,5931366576,2023,3,7,14,51,13,
409836,سالكة أو لاء,5690103258,2023,3,7,14,51,49,
409837,وضع ال ١٧ شباب؟,636918067,2023,3,7,14,51,53,
409838,شباب شو وضع طريق  فصايل اريحا الى قلقيليه,5699030415,2023,3,7,14,51,53,؟
409839,اذا حد بيعرف وضع حاجز حوارة للخارج من نابلس يفيدنا,5884052988,2023,3,7,14,51,57,
409840,قوات الاحتلال تغلق مدينة نابلس بالكامل في هذه الأثناء,6067847774,2023,3,7,14,51,59,
409841,زعترة لحوارة ازمة ماشية بصعوبة,1325151993,2023,3,7,14,52,11,
409842,قلقيلية نابلس شو وضعها؟,613517653,2023,3,7,14,52,21,
409843,حلميش وبوابة النبي صالح شو وضعهم ؟,5613085158,2023,3,7,14,52,21,
409844,شباب,636918067,2023,3,7,14,52,23,
409845,ال ١٧,636918067,2023,3,7,14,52,26,سالك لهسه
409846,شو وضعو,636918067,2023,3,7,14,52,29,
409847,دير شوف شو وضعو,5102469675,2023,3,7,14,52,34,سالك
409848,سالك لهسه,1278989564,2023,3,7,14,52,34,تمان
409849,سالك,1278989564,2023,3,7,14,52,38,
409850,حاجز حوارة شباب فاتح؟,1926689006,2023,3,7,14,52,38,فاتح لهاي اللحظة اه
409851,شو وضع الي طالع عنابلس من حوارة,2113894975,2023,3,7,14,52,38,سالك
409852,شو وضع نابلس,6154724814,2023,3,7,14,52,40,تمام ما في شي
409853,ال ١٧ سالك,5349992371,2023,3,7,14,52,43,
409854,شو وضع عصيون,5475536375,2023,3,7,14,52,44,
409855,دير شرف فاتحة,5015281840,2023,3,7,14,52,44,
409856,فاتح,1018320076,2023,3,7,14,52,45,
409857,تمان,636918067,2023,3,7,14,52,46,
409858,فاتح لهاي اللحظة اه,1278989564,2023,3,7,14,52,47,
409859,م,636918067,2023,3,7,14,52,47,
409860,زعترة ازمة,1688669181,2023,3,7,14,52,49,
409861,سالك,1063093403,2023,3,7,14,52,54,
409862,؟,5699030415,2023,3,7,14,52,55,منيحة الطريق ومن واد قانا
409863,شباب في طرق فاتحه انه ينزلو شباب يساعد جنين,5695891935,2023,3,7,14,52,56,
409864,تمام ما في شي,1018320076,2023,3,7,14,53,3,
409865,دير شرف شو وضعو,5102469675,2023,3,7,14,53,15,سااالك
409866,حاجز عناب سالك ,463710634,2023,3,7,14,53,18,لهاي اللحظة سالك
409867,سااالك,1278989564,2023,3,7,14,53,19,
409869,"Hamada  أعاد توجيه منشور من قناة غير مصرح بها 
العقوبة مكتوم  حتى 08032023 0353",5811611567,2023,3,7,14,53,22,
409870,صرة؟؟,5311235449,2023,3,7,14,53,24,سالك
409871,لهاي اللحظة سالك,1278989564,2023,3,7,14,53,24,
409872,شو وضع اريحا يا شباب؟,5637519762,2023,3,7,14,53,29,منيحة
409873,سالك,1278989564,2023,3,7,14,53,30,
409874,منيحة,1278989564,2023,3,7,14,53,34,
409875,يجماعه طرق جنين سالكه,5421990531,2023,3,7,14,53,37,؟؟
409876,حوارة شو وضعها ؟,5163344905,2023,3,7,14,53,39,؟؟؟
409877,شافي شمرون سالك,5366544087,2023,3,7,14,53,43,
409878,زعتره,5643057780,2023,3,7,14,53,53,ازمة ماشي
409879,منيحة الطريق ومن واد قانا,1278989564,2023,3,7,14,53,54,
409880,شو وضعها,5643057780,2023,3,7,14,53,56,
409881,من رام الله لنابلس,5631967349,2023,3,7,14,54,2,"سالكة الطريق 
ازمة ماشية ع زعترة"
409882,ازمة ماشي,1278989564,2023,3,7,14,54,2,
409883,كيف,5631967349,2023,3,7,14,54,4,
409885,؟؟,5421990531,2023,3,7,14,54,7,"اه سلكت من شوي 
بس الافضل تستجعلو لانو ف كل لحظة بسكرو"
409886,شباب شو وضع طريق رام الله نابلس,5385384360,2023,3,7,14,54,16,لغاية زعترة سالك
409887,حومش حاجز ع المزاج,1278989564,2023,3,7,14,54,26,
409888,,5225810118,2023,3,7,14,54,27,
409889,زعتره,5225810118,2023,3,7,14,54,30,
409890,صرة جيت سالك,5368558867,2023,3,7,14,54,32,
409891,؟؟؟,5163344905,2023,3,7,14,54,36,سالكة
409892,,5368558867,2023,3,7,14,54,36,
409893,"اه سلكت من شوي 
بس الافضل تستجعلو لانو ف كل لحظة بسكرو",5775385684,2023,3,7,14,54,43,
409894,لغاية زعترة سالك,1688669181,2023,3,7,14,54,44,
409895,نزول زعترة ازمة,1102649476,2023,3,7,14,54,48,
409897,ة,1063093403,2023,3,7,14,54,50,
409898,"سالكة الطريق 
ازمة ماشية ع زعترة",1278989564,2023,3,7,14,54,51,شكرا
409899,بحكو سكرو نابلس في منه؟,5433091299,2023,3,7,14,55,7,
409900,هلا سلك حومش,6002398373,2023,3,7,14,55,7,
409901,سالكة,1063093403,2023,3,7,14,55,18,
409902,شكرا,5631967349,2023,3,7,14,55,20,
409903,شرطة على مفرق جيت,1844057828,2023,3,7,14,55,24,
409904,بحكو سكرو الجواجز الي ع نابلس,5455763358,2023,3,7,14,55,30,لا ما في حواجز مغلقة
409905,قال في مستوطنين بطخو ع محلات حواره,5806085379,2023,3,7,14,55,36,مين قال شفت
409906,تفتتيش وتدقيق هويات,5455763358,2023,3,7,14,55,39,
409907,بحكو سكرا مداخل نابلس في منو؟؟؟؟؟,5385384360,2023,3,7,14,55,40,لاا فش منوو
409908,لا ما في حواجز مغلقة,1018320076,2023,3,7,14,55,42,متأكد عشان بدي اروح ع نابلس
409909,نابلس  جنين  سالكة؟؟,761863961,2023,3,7,14,55,47,حاجز على حومش تفتيش عشوائي
409910,كيف طريق ال 17,1054825902,2023,3,7,14,55,47,لهاي اللحظة سالك
409911,لا حاليا,1018320076,2023,3,7,14,55,54,
409912,متأكد عشان بدي اروح ع نابلس,5433091299,2023,3,7,14,55,56,
409913,مين قال شفت,1688669181,2023,3,7,14,55,56,
409914,يا شباب شو وضع حوارة وشو وضع صرة,1923258706,2023,3,7,14,55,58,سالكة تمام
409915,لهاي اللحظة سالك,1278989564,2023,3,7,14,56,2,
409916,كيف طريق دير شرف ؟,987631137,2023,3,7,14,56,7,سالك
409917,حاجز على حومش تفتيش عشوائي,1018320076,2023,3,7,14,56,7,
409918,سالكات,1278989564,2023,3,7,14,56,9,
409919,هيك منزلين ع صفحات ومنزلين فيدوهات,5806085379,2023,3,7,14,56,11,
409920,سالك,1278989564,2023,3,7,14,56,11,
409921,كيف وضع حاجز بيت فوري,5417147805,2023,3,7,14,56,12,
409922,منا بسال,5806085379,2023,3,7,14,56,13,
409923,سالكة تمام,1018320076,2023,3,7,14,56,14,
409924,صره كيف الطريق,5767989754,2023,3,7,14,56,32,صره سالك
409925,صافي شمرون فاتح,1877177540,2023,3,7,14,56,39,
409926,لاا فش منوو,1278989564,2023,3,7,14,56,44,اوك شكرا
409927,صره سالك,5385384360,2023,3,7,14,56,48,
409928,حاجز بيت فوريك كيف,5417147805,2023,3,7,14,56,51,
409929,يا جماعة الخير لا صحة للأخبار التي تفيد بإغلاق مداخل مدينة نابلس  جميع الحواجز سالكة تماما في هذه اللحظات,1018320076,2023,3,7,14,56,58,
409930,اوك شكرا,5385384360,2023,3,7,14,57,0,
409931,زعترة  ما فيها اشي,5732442177,2023,3,7,14,57,0,
409932,كيف قلنديا,5226442497,2023,3,7,14,57,7,اخر تحديث ازمة
409933,اعطونا تفاصيل يا اخوان عن حواجز نابلس في اخبار بتحكي تم إغلاق الحواجز شو الوضع لانو هينى من رام الله باتجاه نابلس,1295840805,2023,3,7,14,57,9,انا متلك والله كمان لساتنا عند عيون الحراميه
409934,اخر تحديث ازمة,1018320076,2023,3,7,14,57,18,
409935,كلها سالكة حوارة ازمة طبيعية,1018320076,2023,3,7,14,57,27,
409936,من قلقيليه لنابلس كيف ؟,965705988,2023,3,7,14,57,34,
409937,شباب شو وضع من اريحا ل حارس,5650042417,2023,3,7,14,57,39,؟؟
409938,يا,6023955387,2023,3,7,14,57,53,
409939,حواره في شي زعتره ؟؟,5270665989,2023,3,7,14,58,4,
409940,,1312264512,2023,3,7,14,58,5,
409941,؟؟,5650042417,2023,3,7,14,58,7,
409942,"مش صحيح
هينى بنحكي تبع شوي",1278989564,2023,3,7,14,58,20,
409943,يا جماعة الخير لا صحة للأخبار التي تفيد بإغلاق مداخل مدينة نابلس  جميع الحواجز سالكة تماما في هذه اللحظات,1018320076,2023,3,7,14,58,50,
409944,,1312264512,2023,3,7,14,59,5,يسلمووو
409945,كيف طريق نابلس جنين ؟,5252213614,2023,3,7,14,59,10,الي بدو ييجي ييجي من جهة عسكر والباذان او من عاصيرة الشمالية
409946,زعترة حاليا الازمة كبيرة والتسليك خفيف,1688669181,2023,3,7,14,59,17,
409947,انا متلك والله كمان لساتنا عند عيون الحراميه,5806085379,2023,3,7,14,59,21,سالك وهيني على زعترة تبع مسجاتي داخل على نابلس
409948,"حومش سالك 
ال ١٧ سالك",1079951636,2023,3,7,14,59,22,
409949,حومش حاجز تفتيش عشوائي,1018320076,2023,3,7,14,59,26,
409950,شباب حواره سالكه بس ازمه للي داخل ما في حواجز,5619295714,2023,3,7,14,59,56,
409951,الوضع طبيعي,5619295714,2023,3,7,14,59,57,
409952,زعترة أزمة للداخل عنابلس,1805175472,2023,3,7,15,0,10,
409953,️من جنين لسيله الضهر سالكه تماما للجهتين,1827882971,2023,3,7,15,0,29,
409954,زعترة ازمة من جميع الجهات,1688669181,2023,3,7,15,0,31,
409955,صحيح الطرق والحواجز فاتحة أزمة طبيعية,1018320076,2023,3,7,15,0,32,
409956,الي بدو ييجي ييجي من جهة عسكر والباذان او من عاصيرة الشمالية,6040474961,2023,3,7,15,0,34,
409957,صرة سالكة,5662799567,2023,3,7,15,0,37,
409958,كيف حواجز نابلس,5136713696,2023,3,7,15,0,57,سالكه
409959,,1312264512,2023,3,7,15,1,2,
409960,سالكه,1827882971,2023,3,7,15,1,4,
409961,زعتره ازمه,5008728146,2023,3,7,15,1,16,
409962,سالك وهيني على زعترة تبع مسجاتي داخل على نابلس,1688669181,2023,3,7,15,1,17,
409963,يسلمو اخي,5806085379,2023,3,7,15,1,36,
409964,زعتره كيف في ازمه كتيره,5806085379,2023,3,7,15,1,47,اه ازمة
409965,زعترة سالكة,5503195335,2023,3,7,15,1,59,
409967,,1312264512,2023,3,7,15,2,20,تسلم ياغالي 
409968,سالكة,1018320076,2023,3,7,15,2,22,
409969,التفافي يتسهار شو وضعو لو سمحتو,5636302502,2023,3,7,15,2,25,سالك
409970,نزول زعترة باتجاه دوار بيتا الازمة المعتادة,1688669181,2023,3,7,15,2,27,
409971,زعترة حوارة سالك مع تواجد كثيف للجيش والشرطة,5577030631,2023,3,7,15,2,35,
409972,يسلمووو,1295840805,2023,3,7,15,2,40,
409973,سالك,1844057828,2023,3,7,15,2,42,
409974,معناتو نروح ع قبلان ونطلع من هناك,5806085379,2023,3,7,15,2,44,
409975,اه ازمة,1688669181,2023,3,7,15,2,50,
409976,طلوع زعترة,1179641039,2023,3,7,15,2,58,
409977,,5311235449,2023,3,7,15,2,59,
409978,صرة سالكة ما عليها اشي,5311235449,2023,3,7,15,3,9,
409979,دير شرف كيف,5774987909,2023,3,7,15,3,10,سالك بس حومش حاجز
409980,؟,5774987909,2023,3,7,15,3,10,
409981,سالك بس حومش حاجز,1018320076,2023,3,7,15,3,21,حاجز وله مسكر
409982,حاجز وله مسكر,1829830494,2023,3,7,15,3,43,كان مسكر بعدها صار تفتيش عشوائي
409983,شو وضع حاجز حوارة؟,1040635963,2023,3,7,15,3,49,
409984,طلوع زعترة ازمة,1278989564,2023,3,7,15,3,53,
409985,شرطة على مفترق قصرة ومفترق واد ناصر قرب دوما,5211378499,2023,3,7,15,3,57,
409986,زعترة تجمع شرطة وأزمة وسيارات اسعاف,1805175472,2023,3,7,15,4,3,
409987,مخالفات وحجز سيارات,5211378499,2023,3,7,15,4,10,
409988,كان مسكر بعدها صار تفتيش عشوائي,1018320076,2023,3,7,15,4,14,
409989,الطريق من نابلس لرام الله سالكة ولا في اشي؟,5147992536,2023,3,7,15,4,22,سالكة فقط أزمة طبيعية بهاد الوقت
409990,دير شرف سالكة,5015281840,2023,3,7,15,4,35,
409991,شو وضع شافي شمرون؟,1434310872,2023,3,7,15,4,38,
409992,سالكة فقط أزمة طبيعية بهاد الوقت,1018320076,2023,3,7,15,4,49,
409993,صره سالكه؟؟,5047737120,2023,3,7,15,6,4,سالك ولا في شي هي الفيديو لفوق شوي
409995,فش اشي ع صره,5780770124,2023,3,7,15,6,20,
409996,سالك ولا في شي هي الفيديو لفوق شوي,1018320076,2023,3,7,15,6,22,
409997,,5015281840,2023,3,7,15,6,25,
409998,ما في حاجز,5780770124,2023,3,7,15,6,32,
409999,شو اخبار وادي قانا,1809700515,2023,3,7,15,6,48,ما عليه اشي
410000,من رام الله لنابلس,1809700515,2023,3,7,15,6,58,
410001,ما عليه اشي,1278989564,2023,3,7,15,7,0,
410002,شو وضع حومش,1977892072,2023,3,7,15,7,5,اخر تحديث حاجز وتفتيش عشوائي
410003,الطريق من رام الله ل جنين شو وضعها ؟,1986043477,2023,3,7,15,7,16,؟؟
410004,,5692478848,2023,3,7,15,7,26,شكلك بالدار
410005,اخر تحديث حاجز وتفتيش عشوائي,1018320076,2023,3,7,15,7,35,
410007,شكلك بالدار,1827882971,2023,3,7,15,7,42,
410009,اه فاتح,1827882971,2023,3,7,15,7,55,
410010,طريق من رام الله ل نابلس شو وضعها ؟,5848660722,2023,3,7,15,8,5,
410011,حوارة فاتح؟,5966770754,2023,3,7,15,8,6,
410012,,5692478848,2023,3,7,15,8,10,
410013,صرة,2004636639,2023,3,7,15,8,28,سلك
410014,فاتح,2004636639,2023,3,7,15,8,31,
410015,سلك,1827882971,2023,3,7,15,8,32,
410016,؟؟,1986043477,2023,3,7,15,8,34,سالكة لغاية حومش حاجز
410018,سالكة لغاية حومش حاجز,1018320076,2023,3,7,15,8,46,للداخل ولا الطالع الحاجز
410019,شو وضع حواره يا شباب,5234992249,2023,3,7,15,8,48,أزمة ماشية
410020,من سلمان الفارسي لصرة سالك,5669600080,2023,3,7,15,8,49,
410021,أزمة ماشية,1018320076,2023,3,7,15,9,3,
410022,حوارة دخول على نابلس,2113894975,2023,3,7,15,9,5,ازمة ماشية قبل دوار يتسهار
410023,كيف,2113894975,2023,3,7,15,9,6,
410024,ازمة ماشية قبل دوار يتسهار,1278989564,2023,3,7,15,9,17,
410025,للداخل ولا الطالع الحاجز,1977892072,2023,3,7,15,9,17,بالاتجاهين ع المزاج
410026,تسلم ياغالي ,1688669181,2023,3,7,15,9,35,
410027,الحاجز سالك حوارة البلد أزمة ماشية,1018320076,2023,3,7,15,9,37,
